"","H1.Bulk.28.FD.mapped.bam","H1.Bulk.29.mapped.bam","H1.Bulk.30.mapped.bam","H1.Bulk.Litter.4.mapped.bam","H1.Bulk.Litter.5.mapped.bam","H1.Bulk.Litter.6.mapped.bam","H1.Rhizo.25.mapped.bam","H1.Rhizo.26.FD.mapped.bam","H1.Rhizo.27.mapped.bam","H1.Rhizo.Litter.1.mapped.bam","H1.Rhizo.Litter.2.mapped.bam","H1.Rhizo.Litter.3.mapped.bam","H2.Bulk.34.mapped.bam","H2.Bulk.35.mapped.bam","H2.Bulk.36.mapped.bam","H2.Bulk.Litter.10.mapped.bam","H2.Bulk.Litter.11.mapped.bam","H2.Bulk.Litter.12.mapped.bam","H2.Bulk.Litter.50.mapped.bam","H2.Rhizo.31.mapped.bam","H2.Rhizo.32.mapped.bam","H2.Rhizo.33.mapped.bam","H2.Rhizo.Litter.49.mapped.bam","H2.Rhizo.Litter.7.mapped.bam","H2.Rhizo.Litter.8.mapped.bam","H2.Rhizo.Litter.9.mapped.bam","H3.Bulk.40.mapped.bam","H3.Bulk.41.mapped.bam","H3.Bulk.42.mapped.bam","H3.Bulk.Litter.16.mapped.bam","H3.Bulk.Litter.17.mapped.bam","H3.Rhizo.37.mapped.bam","H3.Rhizo.39.mapped.bam","H3.Rhizo.Litter.13.mapped.bam","H3.Rhizo.Litter.14.mapped.bam","H3.Rhizo.Litter.15.mapped.bam","H4.Bulk.46.mapped.bam","H4.Bulk.47.mapped.bam","H4.Bulk.48.mapped.bam","H4.Bulk.Litter.22.mapped.bam","H4.Bulk.Litter.23.mapped.bam","H4.Bulk.Litter.24.mapped.bam","H4.Rhizo.43.mapped.bam","H4.Rhizo.44.mapped.bam","H4.Rhizo.45.mapped.bam","H4.Rhizo.Litter.19.mapped.bam","H4.Rhizo.Litter.20.mapped.bam","H4.Rhizo.Litter.21.mapped.bam"
"H2_Rhizo_Litter_49_scaffold_6376_2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,4,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,5,1,5,4,1,1,2,1,0
"H2_Rhizo_Litter_49_scaffold_63850_1",4,6,1,3,3,1,2,1,4,0,2,1,5,5,4,1,8,2,9,2,4,6,58,3,5,0,2,2,1,2,5,3,0,1,4,1,19,25,11,13,18,27,14,18,14,17,8,12
"H2_Rhizo_Litter_49_scaffold_63905_1",2,4,17,2,6,2,2,14,13,1,5,3,0,4,3,2,2,2,4,5,6,1,5,3,0,0,7,4,1,1,5,0,0,1,3,2,12,25,40,29,2,29,11,11,6,10,7,22
"H2_Rhizo_Litter_49_scaffold_64207_2",1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,2,41,0,0,0,0,1,0,0,0,1,0,1,1,0,1,3,3,7,3,10,2,6,7,11,4,4
"H2_Rhizo_Litter_49_scaffold_64304_3",0,0,0,0,2,1,9,2,0,0,3,1,0,0,0,0,0,0,0,2,4,0,8,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,4,3,3,0,1,0
"H2_Rhizo_Litter_49_scaffold_64503_2",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,1,2,2,9,4,4,0,1
"H2_Rhizo_Litter_49_scaffold_64504_1",5,2,2,6,6,1,3,1,3,3,2,2,2,0,1,7,4,1,0,0,0,0,6,2,3,0,1,0,1,2,2,2,0,0,5,1,1,0,0,0,0,0,1,1,0,0,0,1
"H2_Rhizo_Litter_49_scaffold_64537_1",3,9,3,0,0,1,0,2,2,0,1,1,2,3,7,4,3,0,2,3,2,7,13,1,0,0,0,3,1,2,0,3,0,0,0,0,1,4,4,2,3,2,6,5,8,5,1,4
"H2_Rhizo_Litter_49_scaffold_64658_1",354,369,268,239,269,168,484,346,309,154,297,245,307,295,182,220,275,202,230,318,363,337,959,238,232,23,628,537,263,233,388,143,1,148,216,181,705,574,547,471,288,686,398,306,508,373,294,387
"H2_Rhizo_Litter_49_scaffold_64665_2",3,5,6,4,6,3,7,5,8,4,11,3,5,6,10,5,3,0,5,2,2,10,15,5,7,0,9,9,4,6,2,0,0,4,4,3,6,6,8,9,1,7,5,4,10,3,4,1
"H2_Rhizo_Litter_49_scaffold_64821_1",2,0,0,0,0,0,1,2,1,0,1,1,2,0,0,0,1,0,0,1,0,2,9,0,1,0,1,0,0,1,0,1,0,1,1,0,10,5,8,10,2,2,5,1,4,5,3,4
"H2_Rhizo_Litter_49_scaffold_64851_1",3,2,2,4,3,1,9,2,5,4,8,1,4,3,0,2,6,5,3,6,3,3,8,1,6,0,2,4,5,9,3,4,0,3,4,1,3,3,4,4,3,9,1,3,1,1,1,5
"H2_Rhizo_Litter_49_scaffold_64980_2",1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,3,1,7,0,1,0,0,0,1,0,2,2,0,0,1,0,0,1,1,3,0,3,1,4,1,3,1,2
"H2_Rhizo_Litter_49_scaffold_65072_2",0,0,1,3,5,8,2,1,1,5,1,1,1,2,0,2,3,5,8,0,3,0,6,0,1,3,0,0,1,1,6,0,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,1
"H2_Rhizo_Litter_49_scaffold_65074_1",1,3,0,1,1,0,2,5,1,0,1,0,2,1,0,2,3,1,0,2,3,1,11,0,2,0,3,3,3,1,1,0,0,0,2,1,10,10,2,10,3,11,6,7,6,10,3,2
"H2_Rhizo_Litter_49_scaffold_65136_1",0,0,0,5,8,3,0,1,0,7,7,3,0,0,0,4,3,7,6,0,1,1,18,4,2,0,0,2,0,1,2,0,0,2,2,1,2,0,1,19,7,2,6,7,2,6,5,9
"H2_Rhizo_Litter_49_scaffold_6540_2",11,13,8,10,26,32,5,6,3,2,17,16,7,5,12,22,4,6,42,9,5,7,51,16,7,2,5,3,2,17,2,2,0,8,2,8,0,1,0,1,0,3,3,3,16,2,2,3
"H2_Rhizo_Litter_49_scaffold_65451_1",10,5,6,3,5,6,9,5,8,3,9,6,7,3,3,4,1,3,4,4,7,8,25,8,2,0,15,9,9,2,16,1,0,1,3,1,8,11,13,10,3,14,5,6,12,10,6,9
"H2_Rhizo_Litter_49_scaffold_6550_2",2,0,2,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,2,1,2,0,23,0,0,0,4,0,0,1,3,4,0,1,2,0,8,10,10,12,2,6,9,5,5,3,4,7
"H2_Rhizo_Litter_49_scaffold_65517_2",4,6,2,1,1,3,3,2,0,0,0,0,1,13,2,1,7,4,4,1,5,4,34,2,0,1,6,2,3,2,2,4,0,1,4,1,11,10,4,12,6,14,10,15,12,22,15,10
"H2_Rhizo_Litter_49_scaffold_65810_2",1,0,1,0,2,4,0,0,0,1,7,4,2,1,2,3,1,1,5,0,0,0,5,0,1,0,0,1,1,3,8,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"H2_Rhizo_Litter_49_scaffold_65869_2",0,0,0,18,24,2,0,0,0,18,4,7,2,0,0,13,1,17,2,0,0,0,25,0,2,0,0,0,0,1,6,2,0,0,5,1,0,1,1,6,14,0,4,1,1,4,3,1
"H2_Rhizo_Litter_49_scaffold_65870_1",1,10,7,2,2,1,1,1,3,2,1,1,5,1,0,2,4,2,0,6,3,4,20,1,1,0,10,13,5,1,4,3,0,1,1,0,10,3,5,3,1,3,7,6,4,6,2,4
"H2_Rhizo_Litter_49_scaffold_65918_1",0,2,2,4,8,6,1,1,0,4,7,10,0,0,0,2,1,6,1,0,0,1,7,2,5,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"H2_Rhizo_Litter_49_scaffold_66154_1",4,8,11,6,6,5,4,4,8,2,12,6,2,6,13,3,4,2,2,8,11,7,14,3,9,0,2,0,0,3,4,11,0,0,0,1,4,2,3,0,2,8,5,3,6,5,3,3
"H2_Rhizo_Litter_49_scaffold_66173_1",25,14,14,16,17,3,11,10,21,5,20,12,26,14,16,9,14,13,8,12,11,23,29,10,7,1,7,8,8,10,12,6,0,8,13,6,10,2,8,11,6,4,4,9,6,10,4,7
"H2_Rhizo_Litter_49_scaffold_66370_2",1,4,0,0,1,0,2,0,0,0,1,2,1,0,1,1,1,0,1,3,1,3,1,0,2,0,1,1,2,1,3,0,0,0,1,1,0,1,2,0,0,0,0,1,0,0,0,1
"H2_Rhizo_Litter_49_scaffold_66395_1",1,2,1,0,0,0,2,2,2,0,1,1,1,0,3,0,2,0,2,0,7,1,35,1,0,0,0,0,3,1,0,5,0,2,1,1,38,64,77,34,22,42,22,47,29,42,29,5
"H2_Rhizo_Litter_49_scaffold_66461_1",10,5,2,1,3,1,3,8,2,0,3,2,3,3,1,1,2,4,2,4,3,6,10,4,3,0,6,3,3,5,2,1,0,1,6,1,12,6,7,7,3,7,10,3,4,5,2,7
"H2_Rhizo_Litter_49_scaffold_66546_1",0,0,0,0,7,0,0,0,0,6,3,1,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"H2_Rhizo_Litter_49_scaffold_66553_1",5,7,2,0,2,3,7,4,8,1,4,2,5,5,1,3,1,0,1,2,7,2,32,6,2,0,3,6,2,1,3,3,0,2,3,1,5,11,6,35,4,20,5,6,3,10,10,17
"H2_Rhizo_Litter_49_scaffold_66777_1",1,2,4,1,0,0,2,4,3,2,0,0,0,2,1,0,1,2,1,1,3,1,49,1,0,0,1,3,2,0,0,2,0,1,0,1,14,38,33,13,7,10,16,20,27,17,5,14
"H2_Rhizo_Litter_49_scaffold_66787_1",3,3,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,1,3,0,1,1,1,0,3,2,1,0,0
"H2_Rhizo_Litter_49_scaffold_66832_1",0,2,1,2,3,0,1,1,2,3,3,2,1,4,0,1,0,1,4,0,2,2,28,1,3,0,1,3,0,1,0,0,0,2,0,2,3,1,6,0,1,4,6,3,12,4,1,6
"H2_Rhizo_Litter_49_scaffold_66965_2",7,5,8,4,2,2,8,6,12,5,3,3,4,1,17,2,1,2,2,4,9,8,6,6,3,4,5,6,7,2,9,6,0,0,5,2,8,8,5,8,3,13,6,12,12,4,1,8
"H2_Rhizo_Litter_49_scaffold_67105_1",4,3,7,4,2,1,2,3,2,2,1,5,0,11,8,2,2,0,5,3,4,6,22,5,3,0,5,6,2,0,9,12,0,2,6,1,0,0,1,0,1,3,1,1,6,2,0,2
"H2_Rhizo_Litter_49_scaffold_67152_1",2,3,2,0,3,0,1,2,1,0,4,2,3,0,0,1,0,0,2,2,2,3,14,0,3,0,2,7,1,1,6,2,0,1,4,0,4,7,4,2,2,4,6,5,5,4,2,13
"H2_Rhizo_Litter_49_scaffold_67552_3",2,0,4,2,4,5,0,1,2,0,8,5,0,0,1,9,0,1,0,0,0,3,8,1,4,0,0,0,1,4,0,0,0,0,0,1,0,1,0,3,0,3,1,2,1,2,2,3
"H2_Rhizo_Litter_49_scaffold_67597_1",0,0,0,0,0,0,0,0,3,2,6,5,0,0,0,0,0,1,0,0,0,0,7,1,5,2,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"H2_Rhizo_Litter_49_scaffold_67603_2",1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,2,2,2,1,9,2,0,2,0,1
"H2_Rhizo_Litter_49_scaffold_68042_2",0,8,1,1,3,4,6,3,3,0,2,2,1,6,0,2,3,3,3,1,3,3,3,4,1,0,0,7,3,1,4,0,0,2,2,2,9,6,2,4,5,7,6,1,1,5,4,3
"H2_Rhizo_Litter_49_scaffold_68076_1",18,22,8,11,30,7,29,12,15,6,22,7,23,21,19,8,12,13,9,18,25,21,28,10,16,2,29,24,15,18,29,8,0,9,20,18,28,20,24,16,6,12,11,9,16,12,9,15
"H2_Rhizo_Litter_49_scaffold_68567_2",1,1,1,1,1,1,0,0,1,0,1,2,2,2,0,0,4,0,2,4,3,2,11,2,0,0,3,3,1,1,1,0,0,2,2,0,8,3,2,3,5,5,4,3,7,4,4,1
"H2_Rhizo_Litter_49_scaffold_68615_2",3,3,2,1,3,1,5,4,1,1,6,1,2,0,6,1,1,1,1,1,5,2,10,1,2,0,3,5,1,4,5,5,0,0,1,2,6,5,4,1,0,7,0,2,5,2,0,4
"H2_Rhizo_Litter_49_scaffold_6897_2",4,3,5,4,10,2,6,6,6,3,3,2,9,8,3,7,5,4,3,8,7,8,5,2,1,0,5,5,8,4,10,6,0,3,7,4,18,13,4,7,8,11,6,3,14,8,6,6
"H2_Rhizo_Litter_49_scaffold_6931_2",237,288,201,80,169,122,260,226,193,88,205,135,226,226,196,126,127,104,155,236,226,233,371,139,112,21,268,177,152,190,186,138,1,119,177,110,396,317,266,261,175,278,267,173,265,205,208,201
"H2_Rhizo_Litter_49_scaffold_69981_1",0,6,3,0,3,1,1,2,3,0,3,1,3,1,5,0,5,1,2,2,7,7,35,1,0,0,2,0,2,1,6,10,0,3,3,2,4,10,15,26,2,17,8,14,4,8,4,8
"H2_Rhizo_Litter_49_scaffold_70062_1",0,0,1,0,0,1,1,2,3,0,2,1,2,4,1,1,0,0,2,0,0,2,10,1,0,0,3,1,3,0,1,2,0,2,2,2,4,2,6,3,1,7,3,2,2,5,4,3
"H2_Rhizo_Litter_49_scaffold_70510_1",20,39,53,17,11,15,16,20,38,4,12,7,26,22,26,20,19,14,11,27,43,21,66,9,16,1,19,27,21,15,21,20,2,9,13,9,31,42,63,33,12,58,44,31,38,28,25,21
"H2_Rhizo_Litter_49_scaffold_70522_1",45,52,52,23,25,12,39,44,38,15,32,17,36,35,45,20,50,23,33,38,38,55,72,19,12,7,34,37,43,36,33,14,0,14,28,13,31,34,21,14,6,40,37,21,39,17,11,21
"H2_Rhizo_Litter_49_scaffold_70966_1",2,4,5,3,5,3,3,3,1,1,4,5,2,2,3,1,3,2,9,5,5,2,14,4,0,0,3,3,1,2,2,1,0,2,3,1,5,7,6,6,4,9,4,2,6,2,3,4
"H2_Rhizo_Litter_49_scaffold_71006_1",61,63,35,33,27,39,61,49,33,30,36,45,49,27,25,18,43,29,31,42,40,47,64,21,46,2,50,74,64,60,63,28,0,27,51,17,120,62,68,40,40,40,81,40,49,41,44,25
"H2_Rhizo_Litter_49_scaffold_71007_1",6,2,2,0,3,0,5,1,2,1,0,3,1,6,7,3,2,0,5,2,4,3,5,3,2,0,6,1,1,6,5,7,0,5,0,3,3,10,4,16,3,1,5,2,2,8,3,4
"H2_Rhizo_Litter_49_scaffold_71138_1",20,24,18,10,9,8,14,11,18,3,9,6,12,14,22,7,6,7,6,6,20,15,22,7,9,1,16,25,22,7,6,11,0,14,10,5,21,13,18,9,5,24,13,5,16,18,5,12
"H2_Rhizo_Litter_49_scaffold_71176_1",12,9,6,4,3,2,6,4,6,5,5,5,11,7,14,2,10,5,6,8,9,3,26,2,2,0,6,9,6,10,21,6,0,2,9,6,20,8,10,7,6,13,15,11,16,5,3,5
"H2_Rhizo_Litter_49_scaffold_71209_1",4,2,2,1,0,1,1,0,2,0,2,0,2,3,0,0,2,1,4,1,2,1,10,4,0,2,3,0,0,0,1,0,0,2,1,0,1,2,4,1,2,1,3,2,5,3,1,1
"H2_Rhizo_Litter_49_scaffold_71296_1",6,7,6,2,8,3,3,1,0,1,7,3,6,5,2,2,2,6,4,5,3,3,19,3,3,0,6,8,5,4,6,1,0,5,8,3,18,15,20,12,11,13,11,3,10,9,9,6
"H2_Rhizo_Litter_49_scaffold_71642_1",0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,1,1,2,3,2,0,0,8,1,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,1,2,5,0,1,8,5,4
"H2_Rhizo_Litter_49_scaffold_71754_1",15,15,7,7,13,6,14,17,6,1,11,9,6,3,11,5,7,11,3,7,6,6,7,6,9,4,10,11,7,6,9,9,0,3,5,6,14,10,9,10,9,7,4,5,8,8,4,5
"H2_Rhizo_Litter_49_scaffold_71890_1",6,3,0,0,3,2,4,4,2,0,1,1,4,6,8,0,1,2,3,3,8,2,22,2,3,0,4,3,6,2,5,10,0,2,4,0,10,9,9,7,6,6,11,15,7,10,9,2
"H2_Rhizo_Litter_49_scaffold_72094_2",6,9,12,2,6,2,6,4,11,0,7,6,7,3,11,2,2,0,4,6,3,2,13,5,3,0,5,9,7,3,7,3,0,1,10,1,11,6,14,17,8,16,8,4,10,9,8,5
"H2_Rhizo_Litter_49_scaffold_72227_1",10,13,4,3,9,6,11,2,7,3,4,10,11,5,5,6,9,7,8,7,4,7,23,4,8,0,8,7,9,7,12,9,0,6,5,4,18,6,15,7,5,4,9,5,11,11,4,6
"H2_Rhizo_Litter_49_scaffold_72239_1",2,2,1,1,1,1,3,3,4,3,7,3,7,3,3,3,2,2,4,2,0,2,8,0,3,0,0,2,0,4,3,1,0,1,1,2,5,2,3,2,1,5,2,2,5,4,3,3
"H2_Rhizo_Litter_49_scaffold_72428_1",3,4,1,2,2,2,4,5,2,4,4,4,4,1,2,2,3,4,1,0,2,0,8,3,0,0,1,3,0,2,3,0,0,1,3,0,4,3,1,2,1,0,6,6,2,1,3,3
"H2_Rhizo_Litter_49_scaffold_72602_1",0,0,1,0,0,1,0,2,0,2,3,2,1,0,4,1,0,1,0,0,1,0,4,0,0,0,0,1,0,1,0,0,0,2,2,1,1,0,0,0,3,2,2,2,1,1,4,1
"H2_Rhizo_Litter_49_scaffold_72770_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"H2_Rhizo_Litter_49_scaffold_72894_2",7,9,20,1,7,7,11,10,7,4,10,6,6,9,18,4,2,5,3,9,9,9,19,8,5,0,9,3,10,5,8,7,1,5,2,3,9,12,11,9,6,12,4,11,13,11,7,12
"H2_Rhizo_Litter_49_scaffold_73191_1",0,0,1,2,5,5,1,0,1,5,4,7,0,0,0,3,3,3,1,1,0,1,12,1,10,0,0,0,0,4,6,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,1,0
"H2_Rhizo_Litter_49_scaffold_73217_1",1,2,2,0,1,0,2,2,4,0,1,1,2,1,2,0,4,2,0,0,6,3,12,2,0,0,2,0,4,3,0,1,0,0,2,1,5,4,4,5,0,11,3,5,7,6,3,6
"H2_Rhizo_Litter_49_scaffold_73526_1",1,7,1,4,4,1,6,4,3,3,2,1,10,2,3,1,4,3,3,5,4,7,16,1,3,1,5,8,1,2,4,1,0,2,4,4,13,7,6,6,4,8,8,10,6,6,3,9
"H2_Rhizo_Litter_49_scaffold_73717_1",0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,1,1,0,0,3,0,5,1,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
"H2_Rhizo_Litter_49_scaffold_73765_1",0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,5,1,0,0,1,2,4,1,2,0,0,0,1,1,3,2,3,4,0,2,1,0,3,2,0,0
"H2_Rhizo_Litter_49_scaffold_73883_1",8,10,3,2,2,3,5,6,7,3,9,4,10,4,4,4,4,8,2,3,9,3,22,7,3,0,10,16,12,4,5,2,0,7,9,6,10,5,7,10,5,7,7,6,12,6,4,8
"H2_Rhizo_Litter_49_scaffold_74236_2",14,20,21,6,7,8,20,17,11,1,10,6,21,16,20,11,12,6,7,13,23,9,40,10,5,4,15,15,15,8,13,6,0,5,8,8,14,20,21,21,7,12,19,10,21,10,9,12
"H2_Rhizo_Litter_49_scaffold_74249_1",13,9,10,3,6,7,5,11,13,4,6,7,12,11,1,10,10,8,3,13,8,11,15,7,1,1,6,7,5,10,6,3,0,1,10,3,10,8,9,6,8,10,8,9,10,5,2,3
"H2_Rhizo_Litter_49_scaffold_74497_1",0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,1,0,2,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,3,4,5,2,1,3,0
"H2_Rhizo_Litter_49_scaffold_74668_2",1,5,1,0,2,1,8,4,5,0,3,2,2,2,2,2,3,0,1,2,2,2,6,4,1,0,6,5,2,0,1,4,0,1,0,3,3,5,7,8,0,10,4,6,1,4,0,5
"H2_Rhizo_Litter_49_scaffold_74761_2",8,1,5,1,1,2,8,5,3,1,3,7,8,0,4,3,5,6,3,5,5,1,5,1,4,0,2,8,6,2,3,3,0,3,1,3,3,4,7,6,2,5,5,3,3,4,9,3
"H2_Rhizo_Litter_49_scaffold_7480_2",53,46,46,68,179,115,46,35,36,81,159,116,37,41,44,208,60,74,158,32,38,44,287,64,41,8,34,31,42,73,147,25,2,28,47,57,23,13,21,30,14,39,19,20,45,51,48,54
"H2_Rhizo_Litter_49_scaffold_74974_1",6,9,5,4,5,1,3,2,4,1,4,2,5,3,3,3,4,1,3,9,4,5,19,3,1,0,3,11,5,3,1,1,0,2,0,0,15,11,9,13,8,7,2,10,13,5,8,5
"H2_Rhizo_Litter_49_scaffold_75392_2",1,0,1,2,0,0,2,0,2,0,0,0,2,3,1,0,2,0,5,0,5,2,9,0,0,0,0,0,3,0,1,2,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1
"H2_Rhizo_Litter_49_scaffold_75456_1",2,2,4,0,1,1,3,3,3,2,2,3,4,3,0,1,2,3,4,0,7,5,11,0,2,0,6,8,2,1,3,3,0,4,5,1,1,1,2,2,3,1,1,1,1,0,1,1
"H2_Rhizo_Litter_49_scaffold_75517_1",11,10,11,1,6,2,6,2,4,2,2,6,9,12,20,4,4,4,4,8,9,7,16,4,2,2,7,12,13,3,12,10,0,3,5,4,11,8,8,4,9,8,11,6,13,11,5,5
"H2_Rhizo_Litter_49_scaffold_75531_2",2,7,4,3,5,2,2,5,4,7,7,4,6,4,0,4,6,4,5,2,4,4,15,6,3,2,4,2,4,3,15,5,0,4,1,3,3,3,4,4,2,3,5,5,1,5,3,3
"H2_Rhizo_Litter_49_scaffold_75533_1",6,4,2,2,3,2,2,4,2,2,2,3,3,5,2,5,0,5,2,6,0,3,7,1,3,1,8,0,4,3,3,2,0,2,9,1,3,0,0,0,0,0,1,0,1,0,2,1
"H2_Rhizo_Litter_49_scaffold_75628_1",2,0,0,0,1,2,1,1,1,2,1,1,3,1,2,0,1,0,0,3,3,1,4,0,0,0,5,2,3,2,3,1,0,0,1,0,0,3,3,4,2,5,2,0,3,6,1,2
"H2_Rhizo_Litter_49_scaffold_75681_1",2,1,0,0,0,0,2,3,2,1,0,1,2,7,2,0,1,1,4,1,6,2,21,1,1,0,1,0,3,0,2,6,0,1,3,0,4,16,7,8,15,4,4,8,4,7,9,2
"H2_Rhizo_Litter_49_scaffold_75707_1",0,4,3,0,1,1,1,3,2,0,0,0,2,10,1,1,4,2,2,4,9,3,36,3,1,0,6,8,4,0,5,14,0,2,3,0,3,4,5,8,3,12,6,4,7,3,4,5
"H2_Rhizo_Litter_49_scaffold_76096_1",1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,0,1,1,2,10,0,0,0,0,0,1,0,1,0,0,0,1,1,1,4,6,2,1,8,3,4,7,5,0,6
"H2_Rhizo_Litter_49_scaffold_76179_2",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,6,2,30,2,0,0,1,1,0,0,0,1,0,0,0,0,3,6,3,2,0,4,2,4,3,0,0,1
"H2_Rhizo_Litter_49_scaffold_76206_1",3,1,1,4,1,0,3,2,3,1,3,2,2,2,2,0,2,2,5,2,4,6,9,6,5,0,3,6,1,3,3,2,0,1,4,1,4,8,0,1,4,4,2,6,2,3,1,3
"H2_Rhizo_Litter_49_scaffold_76273_1",0,0,0,7,5,12,3,2,0,3,2,2,0,0,0,3,5,7,1,1,1,0,11,4,4,0,0,0,0,2,16,0,0,0,6,1,0,0,1,6,4,0,0,2,0,1,3,2
"H2_Rhizo_Litter_49_scaffold_76387_1",8,9,12,4,14,3,4,7,5,3,6,2,2,2,13,5,2,1,7,3,4,1,9,4,0,0,4,3,3,3,1,2,0,1,3,2,13,11,14,6,3,9,8,3,10,5,3,2
"H2_Rhizo_Litter_49_scaffold_76481_1",6,9,3,0,3,3,5,5,9,0,4,3,4,11,1,6,4,3,9,2,8,4,15,3,1,0,7,6,3,3,8,2,0,0,3,2,22,17,8,9,6,12,11,8,9,9,8,10
"H2_Rhizo_Litter_49_scaffold_7650_1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,4,1,0,0,0,0,0,0,0,2,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0
"H2_Rhizo_Litter_49_scaffold_76501_1",11,17,9,4,4,5,12,14,7,3,3,7,9,8,7,6,12,4,3,17,5,9,13,7,8,0,11,9,8,6,15,10,0,0,8,8,6,5,12,5,3,7,1,7,4,4,2,2
"H2_Rhizo_Litter_49_scaffold_76907_1",5,8,2,6,2,8,5,1,4,2,3,3,1,8,5,0,4,0,4,4,8,3,19,4,5,0,2,7,10,4,9,5,0,2,4,1,7,2,8,14,5,7,2,4,10,6,3,3
"H2_Rhizo_Litter_49_scaffold_76966_1",0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,1,2,1,0,0,0,4,0,1,0,0,0,0,2,0,0,0,0,0,0,2,1,1,1,0,0,1,3,1,0,0,1
"H2_Rhizo_Litter_49_scaffold_76998_1",0,2,3,0,1,0,2,1,1,1,1,1,2,1,3,1,2,0,1,0,1,1,8,1,0,0,3,0,2,0,4,3,0,2,4,2,4,2,4,0,3,4,8,1,9,3,2,2
"H2_Rhizo_Litter_49_scaffold_77058_1",3,0,1,1,2,0,2,4,3,2,3,6,2,1,0,1,2,1,0,0,0,0,4,0,0,0,5,3,1,1,1,0,0,0,1,1,2,5,1,2,1,4,2,1,0,2,3,6
"H2_Rhizo_Litter_49_scaffold_77163_2",2,8,5,3,4,0,4,3,5,3,3,3,2,3,10,3,4,0,5,2,0,0,7,5,2,0,1,1,1,2,2,5,0,0,3,2,6,2,2,2,2,3,6,7,2,3,4,2
"H2_Rhizo_Litter_49_scaffold_77178_1",0,0,0,0,0,0,9,3,9,2,4,2,0,0,0,0,1,0,0,3,14,13,25,7,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,3,12,7,6,11,1
"H2_Rhizo_Litter_49_scaffold_77457_1",9,15,9,7,9,5,17,8,11,8,13,9,5,6,13,12,7,4,4,8,10,8,43,9,2,1,3,6,3,2,4,2,0,1,3,4,13,10,13,9,2,4,32,20,11,7,5,6
"H2_Rhizo_Litter_49_scaffold_77736_1",1,0,0,0,2,0,1,0,1,0,1,0,1,2,7,0,0,0,1,2,0,1,15,0,0,0,2,0,0,0,2,1,0,0,0,0,5,4,7,13,6,5,1,5,2,3,1,0
"H2_Rhizo_Litter_49_scaffold_77857_1",10,15,6,2,5,1,2,4,5,2,3,2,9,6,18,3,4,3,1,7,2,7,8,1,3,2,3,6,4,4,0,3,0,2,8,1,5,1,4,2,2,3,1,2,5,1,0,5
"H2_Rhizo_Litter_49_scaffold_77918_1",10,13,6,7,4,2,4,7,7,7,3,4,5,8,1,5,6,4,4,9,9,10,28,9,3,2,7,8,5,10,8,6,0,7,4,5,24,13,11,9,14,12,17,10,15,14,4,4
