"","Row.names","H1_Bulk_28","H1_Bulk_29","H1_Bulk_30","H1_BulkLitter_4","H1_BulkLitter_5","H1_BulkLitter_6","H1_Rhizo_25","H1_Rhizo_26","H1_Rhizo_27","H1_RhizoLitter_1","H1_RhizoLitter_3","H2_Bulk_34","H2_Bulk_35","H2_Bulk_36","H2_BulkLitter_10","H2_BulkLitter_11","H2_BulkLitter_12","H2_BulkLitter_50","H2_Rhizo_31","H2_Rhizo_32","H2_Rhizo_33","H2_RhizoLitter_49","H2_RhizoLitter_7","H2_RhizoLitter_8","H3_Bulk_40","H3_Bulk_41","H3_Bulk_42","H3_BulkLitter_16","H3_BulkLitter_17","H3_Rhizo_37","H3_RhizoLitter_13","H3_RhizoLitter_14","H3_RhizoLitter_15","H4_Bulk_46","H4_Bulk_47","H4_Bulk_48","H4_BulkLitter_22","H4_BulkLitter_23","H4_BulkLitter_24","H4_Rhizo_43","H4_Rhizo_44","H4_Rhizo_45","H4_RhizoLitter_19","H4_RhizoLitter_20","H4_RhizoLitter_21","KO"
"1","H1_Bulk_28_FD_scaffold_1138_2",13.7774820260783,10.6496578376116,13.5439322707252,13.170371637074,9.98903674189363,8.72893799525074,17.0257734023401,18.5940103544749,15.9369716102852,12.1234566671285,13.1549101868371,14.0706828261005,12.262935970909,45.1666803846965,11.8236574012689,14.1829837730991,10.5860041572028,4.19027284860508,12.9960049945537,9.75073668632896,17.4163448636025,8.53026967371659,13.115054619234,7.53835284120459,7.62523955695644,6.49107181811249,17.8730055088452,13.6766792464662,11.9965197711526,23.6701629334711,17.7780363418045,14.7050981539721,10.154780577534,11.5446738988264,11.6764841151817,9.02426895533112,9.22509275089772,7.54539336485506,14.5472078718173,6.53838392744703,9.43908666180526,8.21656691540078,9.81302615603725,9.91654181402906,9.87693205049851,"MER"
"2","H1_Bulk_28_FD_scaffold_1691_2",21.071443098708,19.0172461385922,9.9322169985318,8.78024775804935,9.98903674189363,24.4410263867021,21.0795289743258,16.2697590601655,9.86574433017653,3.46384476203672,11.959009260761,16.8848193913206,18.86605533986,11.5542670751549,16.2575289267447,13.0919850213222,7.93950311790209,15.3643337782186,19.4940074918306,8.25062334997066,16.5869951081929,9.87715435904026,18.3610764669276,15.0767056824092,16.0130030696085,24.3415193179218,25.3984815125694,24.1972017437478,27.1921114812793,1.31500905185951,19.555839975985,23.1080113848133,23.6944880142461,17.0421376601722,11.6764841151817,17.3543633756368,17.7405629824956,16.1687000675466,9.48730948161998,11.6237936487947,10.3829953279858,12.3248503731012,16.9497724513371,9.91654181402906,7.18322330945346,"MER"
"3","H1_Bulk_28_FD_scaffold_1911_2",55.1099281043133,35.7524227405533,59.5933019911908,55.6082358009792,47.9473763610894,34.9157519810029,26.7547867751058,27.8910155317123,44.0163977807876,55.4215161925875,38.2688296344352,73.1675506957225,99.9900933012578,43.0659045528502,56.1623726560272,52.367940085289,107.183292091678,54.4735470318661,55.6971642623731,41.2531167498533,53.0783843462173,43.9982330539066,44.5911857053956,54.0248620286329,51.8516289873038,66.533486135653,65.8479150325874,64.1751872334182,71.1793506421723,165.691140534298,76.4455562697595,124.993334308763,62.6211468947933,212.202101187951,83.6814694921356,79.1358969929037,132.699411109067,170.310307378157,54.3939076946212,37.7773293585829,33.9807119824989,28.073270294286,87.4251421174228,103.572770057637,57.4657864756277,"MER"
"4","H1_Bulk_28_FD_scaffold_2069_1",145.068781333413,148.334519881019,175.168190701379,197.55557455611,158.825684196109,143.154583122112,95.6686314988632,137.130826364252,115.353318322064,204.366840960166,129.157300016219,153.839465565365,225.449361311326,259.445815233024,168.487117968082,228.018739121362,226.27583886021,216.497430511263,126.246905661379,129.009746926814,131.866611110134,113.138313567188,131.15054619234,165.843762506501,85.4026830379121,150.106035793851,143.924728571227,135.714740214934,153.555453070754,445.788068580373,156.44671980788,153.353166462852,126.934757219176,201.756920041394,77.8432274345448,87.4659914132093,134.828278666967,201.569794175414,92.9756329198758,72.648710304967,79.2883279591642,93.1210917078755,110.619567577147,105.77644601631,85.3007767997599,"MER"
"5","H1_Bulk_28_FD_scaffold_2564_2",54.2994879851322,64.6586368712134,63.2050172633842,42.4378641639052,57.936413102983,48.8820527734041,43.7805601774459,65.8537866720984,74.3725341813307,32.9065252393488,50.2278388951962,50.6544581739617,44.3352300486709,40.9651287210038,33.993015028648,53.4589388370658,54.2532713056643,57.2670622642695,55.6971642623731,61.5046467906904,49.7609853245787,48.0388871098776,55.0832294007828,47.742901327629,28.9759103164345,57.6082623857484,77.1361290381738,50.498507986952,48.785847069354,40.7652806076447,56.8897162937745,70.3743983082951,42.3115857397252,47.2781883475746,60.3285012617722,70.1116280375725,73.091119487882,86.233067026915,56.9238568897199,69.7427618927684,63.2418806340953,66.4172492328229,85.6409555435978,93.6562282436078,86.1986797134416,"MER"
"6","H1_Bulk_28_FD_scaffold_2863_1",14.5879221452594,15.2137969108738,11.7380746346285,11.7069970107325,7.9912293935149,10.4747255943009,6.48600891517717,6.97275388292807,9.10684092016295,6.92768952407343,10.7631083346849,10.3185007391404,1.886605533986,5.25193957961587,1.47795717515861,8.72799001421483,22.4952588340559,4.19027284860508,12.9960049945537,1.5001133363583,4.14674877704823,4.04065405597101,9.18053823346381,13.8203135422084,3.81261977847822,5.67968784084843,26.339166013035,13.6766792464662,5.59837589320456,2.63001810371901,14.2224290734436,5.25182076927576,6.76985371835603,2.19898550453835,0,0.694174535025471,0,3.23374001350931,3.16243649387333,1.45297420609934,0,2.05414172885019,1.78418657382495,2.20367595867312,0.897902913681683,"MER"
"7","H1_Bulk_28_FD_scaffold_2911_1",21.071443098708,27.3848344395728,12.6410034526768,2.92674925268312,5.99342204513618,8.72893799525074,11.35051560156,21.6930120802207,3.03561364005432,3.46384476203672,1.1959009260761,4.69022760870016,2.82990830097899,12.6046549910781,1.47795717515861,1.09099875177685,5.2930020786014,2.79351523240339,2.78485821311865,0.750056668179151,3.31739902163858,0.897923123549114,1.3115054619234,2.51278428040153,0,0.811383977264061,0,0,0,0,1.77780363418045,0,0,0,1.29738712390908,0,0.709622519299825,1.07791333783644,0,0.72648710304967,0,0,0,3.30551393800969,0,"MER"
"8","H1_Bulk_28_FD_scaffold_3360_2",3.24176047672431,4.56413907326213,0.902928818048346,0,2.99671102256809,8.72893799525074,4.86450668638287,1.5495008628729,3.03561364005432,5.19576714305507,4.7836037043044,2.8141365652201,0.943302766992998,3.15116374776952,1.47795717515861,1.09099875177685,1.32325051965035,1.39675761620169,1.8565721420791,3.75028334089575,6.63479804327716,4.04065405597101,1.3115054619234,5.02556856080306,4.57514373417386,2.43415193179218,3.76273800186214,1.05205224972817,3.99883992371754,1.31500905185951,3.5556072683609,5.25182076927576,8.46231714794504,1.64923912840376,6.4869356195454,0.694174535025471,3.54811259649912,1.07791333783644,1.26497459754933,5.08540972134769,6.60736066326368,4.10828345770039,5.35255972147486,7.71286585535593,4.48951456840841,"MER"
"9","H1_Bulk_28_FD_scaffold_3865_1",29.9862844096999,6.84620860989319,7.22343054438677,7.31687313170779,4.99451837094681,5.23736279715044,7.29676002957431,3.87375215718226,6.07122728010863,6.92768952407343,8.37130648253271,6.56631865218023,8.48972490293698,7.35271541146223,2.95591435031722,21.8199750355371,6.61625259825174,9.77730331341186,9.28286071039551,9.00068001814981,5.80544828786752,6.2854618648438,3.9345163857702,5.02556856080306,9.15028746834772,3.24553590905625,11.2882140055864,8.41641799782534,6.39814387794807,21.0401448297521,5.33341090254136,6.30218492313091,8.46231714794504,11.5446738988264,14.9199519249544,10.4126180253821,11.3539603087972,18.3245267432194,10.1197967803946,2.90594841219868,8.49517799562474,8.21656691540078,8.92093286912477,12.1202177727022,17.9580582736337,"MER"
"10","H1_Bulk_28_FD_scaffold_4005_1",20.2610029795269,15.2137969108738,13.5439322707252,13.170371637074,4.99451837094681,15.7120883914513,11.35051560156,7.74750431436452,3.7945170500679,15.5873014291652,8.37130648253271,17.8228649130606,15.092844271888,2.10077583184635,13.3016145764275,13.0919850213222,14.5557557161538,6.98378808100847,14.8525771366328,9.00068001814981,10.7815468203254,4.04065405597101,7.8690327715404,10.0511371216061,8.38776351265208,9.73660772716874,14.110267506983,10.5205224972817,12.7962877558961,5.26003620743803,12.4446254392632,8.40291323084121,8.46231714794504,7.14670288974965,9.08170986736356,6.24757081522924,4.25773511579895,6.46748002701862,5.05989839019732,5.81189682439736,5.66345199708316,5.47771127693385,4.46046643456239,13.2220557520387,4.48951456840841,"MER"
